,name,unit,error,file_name,true_unit
639,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) «Лукойл-Пермь» -II учета электрической энергии (АИИС КУЭ) ООО «Лукойл-Пермь» -II очередь,,"Пределы допускаемой относительной погрешности ИК при измерении (реактивной) активной (реактивной) электрической энергии в рабочих условиях эксплуатации, % эксплуатации, % ±5,4",2016-64294-16.pdf,
640,Анализаторы спектра FPH,"Штатно от 9∙103 B3 9∙103 до 2·109 3·109 Диапазон рабочих частот, Гц Диапазон рабочих частот, Гц опция B3 от 9∙103 В4 9∙103 до 3·109 4·109  опция В4 от 9∙103 до 4·109","Пределы допускаемой относительной погрешности частоты опорного 10 опорного ±2·10-6 50 генератора 10 МГц N-«розетка»,",2016-64297-16.pdf,Гц
641,Дифрактометры рентгеновские D8 ADVANCE,,"Пределы допускаемой абсолютной погрешности измерений параметров решетки: кристаллической решетки: a, ±0,0001 ±0,001 a, нм с,",2016-64305-16.pdf,
642,Система автоматизированная информационно-измерительная коммерческого 500 «Хехцир-2» учета электроэнергии АИИС КУЭ ЕНЭС ПС 500 кВ «Хехцир-2»,,"Пределы допускаемой относительной погрешности ИК при измерении активной электрической энергии в рабочих (δ), условиях эксплуатации АИИС КУЭ (δ), % ±1,3",2016-64320-16.pdf,
643,Измерители крутящего момента силы МT,"Диапазон измерений, Н⋅м Н⋅м","Пределы допускае- мой относительной статической по- ±0,5 статической по- грешности, %",2016-64405-16.pdf,Н
644,Система автоматизированная информационно-измерительная коммерческого 220 учета электроэнергии ПС 220 кВ Северная в части технологического «Тульская присоединения электроустановок ОАО «Тульская региональная корпорация государственно-частного партнерства» развития государственно-частного партнерства»,,"A Границы допускаемой основной погрешности δWо A погрешности измерения активной энергии δW A и реактивной измерения активной энергии реактивной энергии δW P в рабочих A δW P и погрешности измерения активной энергии δW A условиях применения для ИК № 1, 2 и реактивной энергии δW P в рабочих условиях применения для ИК № 1, 2 ±2,1 ±1,3",2016-64458-16.pdf,
645,Система измерительная СИ-СТ076,,"Пределы допускае- мой погрешности измерений парамет- измерений парамет- ра ±1,0 % от НЗ НЗ=0,39 МПа НЗ=0,39 МПа (НЗ=4,0 кгс/см2) МПа кгс/см2) кгс/см2) (НЗ=4,0 кгс/см2) ±1,0 % кгс/см2)",2016-64470-16.pdf,
646,"Система измерений количества и параметров свободного нефтяного газа ГФУ-1,2 «Башнефть-Полюс» ЦППН УПНГ ООО «Башнефть-Полюс»","Диапазон измерений объемного расхода газа, приведенный к условиям, м3/ч Диапазон измерений объемного стандартным условиям, м3/ч","Пределы допускаемой относительной погрешности измерения (объема) газа, объемного расхода (объема) газа, приведенного к стандартным условиям, % ±5,0 условиям, % эксплуатации:",2016-64497-16.pdf,приведенный
647,Контроллеры программно-логические Платформа автоматизации К-4000,Диапазоны преобразований ана- логовых сигналов/разрядность цифровых сигналов Диапазон входных входных сигналов сигналов от 0 до 20 мА от 4 до 20 мА от 4 до 20 мА от 0 до 5 В от 0 до 5 В,"Пределы допускаемой основной основной погрешности, погрешности, % γ = ±0,1*",2016-64500-16.pdf,
648,"Индикаторы часового типа с ценой деления 0,01 мм","диапазона измерений, измерений, мм ",,2016-64541-16.pdf,мм
649,Стенды балансировочные Securo 1300,"Диапазоны измерений неуравновешенной массы дисбаланса, г от 0 до 350 не-","Пределы допускаемой относительной погрешности измерений не- уравновешенной массы дисбаланса, % - в диапазоне от 0 до 100 г включ. - в диапазоне от 0 до 100 г включ. - в диапазоне св. 100 до 350 г включ. ±3 ±5 - в диапазоне св. 100 до 350 г включ. Диапазон измерений угла установки корректирующей ±5 0",2016-64567-16.pdf,г
650,Дозаторы весовые дискретного действия ДБ,"32, 40, 50, 100, 150, 160, 200, 320, 500, 800, 1000, 1200, 1500 кг Наибольший предел дозирования (НПД) 1000, 1200, 1500 кг",,2016-64575-16.pdf,4
651,Система автоматизированная информационно-измерительная коммерческого 220 «Усть-Лабинская» учета электроэнергии АИИС КУЭ ЕНЭС ПС 220 кВ «Усть-Лабинская»,,"Пределы допускаемой относительной погрешности ИК при измерении активной электрической энергии в рабочих (δ), условиях эксплуатации АИИС КУЭ (δ), % δ100 %, ±1,0",2016-64671-16.pdf,
652,Манометры показывающие MB801,"Диапазон измерений давления, МПа","Пределы основной допускаемой приведенной погрешности (при 20±2 °С), % (от измерения давления (при температуре 20±2 °С), % (от диапазона измерений) ±1,0 измерений)",2016-64718-16.pdf,МПа
653,Манометры показывающие MB801,"Диапазон измерений давления, МПа","Пределы основной допускаемой приведенной погрешности (при 20±2 °С), % (от измерения давления (при температуре 20±2 °С), % (от диапазона измерений) ±1,0 измерений)",2016-64719-16.pdf,МПа
654,Газоанализаторы ФП34,"Диапазон измере- ний (показаний) определяемого определяемого компонента, объ- компонента, объ- емная доля, % 0 5","Пределы до- пускаемой по- основной по- грешности ±0,1 об.д., % ±5% или ±5% от показаний показаний (выбираем (выбираем большее из большее из значений) значений)",2016-64863-16.pdf,объ
655,Система автоматизированная информационно-измерительная коммерческого «Крыловский учета электрической энергии и мощности ФГУП «Крыловский государственный центр» «ЦНИИ СЭТ» научный центр» филиал «ЦНИИ СЭТ»,,"Таблица 4- Пределы допускаемых относительных погрешностей (измерение активной и реак- тивной электрической энергии и мощности), % для рабочих условий эксплуатации Зна- ±2,4 ±3,3",2016-64914-16.pdf,
656,Резервуар вертикальный стальной с плавающей крышей М0041-ТК-В007,"технические м3 Номинальная вместимость, м3 Пределы допускаемой относительной 100000; ±0,1;","Пределы допускаемой относительной погрешности определения вместимости, % ±0,1; размеры:",2016-65153-16.pdf,м3
657,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) «НижегородЭнергоТрейд» учета электроэнергии (АИИС КУЭ) ООО «НижегородЭнергоТрейд» (ОАО «Рикор Электроникс») (ОАО «Рикор Электроникс»),,"Основ- ная погреш- погреш- ность, % ±1,2",2016-65171-16.pdf,
658,"Модули измерительные KAD/ADC/111, KAM/ADC/111","Диапазон измерений напряжения посто- тока, янного тока, В","Пределы допускаемой приведенной (к измерений) из- диапазону измерений) погрешности из- тока, мерений напряжения постоянного тока, % % ±0,05",2016-65230-16.pdf,янного
659,Термометры инфракрасные КЕЛЬВИН ПИРОЦЕЛЬС,"Диапазон измерений температу- ры, °С излучатель-","Пределы допускаемой абсолют- ной погрешности измерений, °С ±(1 + 0,01·│Т│), – показания пирометра где Т – показания пирометра",2016-65270-16.pdf,°С
660,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) ЭС-1 «Невский» учета электроэнергии (АИИС КУЭ) ЭС-1 Центральной ТЭЦ филиала «Невский» «ТГК-1» (действующие электроустановки) ОАО «ТГК-1» (действующие электроустановки),,"погрешность ИК (± δ), % Основная относительная 0,6",2016-65283-16.pdf,
661,Системы мобильного фото-видеомониторинга и картографирования Imajbox® S,,"Доверительные границы абсолютной погрешности (при вероятности 0,95) фотоснимка, определения координат местоположения объекта по кадру фотоснимка, расположенного в направлении движения вдоль трассы на расстоянии не 10 м, ГЛОНАСС/GPS более 10 м, при работе по сигналам ГНСС ГЛОНАСС/GPS с использованием штатной всенаправленной антенны при значении GDOP 3, м, более: геометрического фактора точности GDOP не более 3, м, не более: - 1,5 2,0 - в плане - по высоте",2016-65385-16.pdf,
662,Система измерительная автоматизированной системы управления технологиче- ским процессом транспортировки и вдувания пылеугольного топлива в доменную 2 «ЕВРАЗ ЗСМК» печь № 2 доменного цеха АО «ЕВРАЗ ЗСМК»,,"Границы до- пускаемой основной погрешности ИК γ=±0,6 %",2016-65406-16.pdf,
663,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) Государственной компании «Автодор» учета электроэнергии (АИИС КУЭ) Государственной компании «Автодор» а/д М-4 Московская область а/д М-4 Московская область,,"Границы интервала основной основной относи- относи- тельной погреш- погреш- ности из- мерений, (±δ), %, при (±δ), %, при дове- дове- рительной вероятности P=0,95 P=0,95 1,0",2016-65429-16.pdf,
664,Комплексы фотоэлектронные измерительные ФЭБ-4СМ,"Диапазон измеряемых скоростей, м/с","Предел допускаемой относительной среднеквадратической погрешности скорости, % измерения скорости, % скоростей, 0,15 100…2000",2016-65433-16.pdf,м
665,Устройства контроля веса УКВ,"Максимальная нагрузка (Max), г 2 000 Минимальная нагрузка (Min), г 20","Пределы допускаемой средней погрешности при автоматическом (в эксплуатации), г, режиме работы при первичной поверке (в эксплуатации), г, для нагрузок: для нагрузок: от 0 до 500 г от 0 до 500 г включ. св. 500 г до Max включ. ±0,5 (±1) ±1 (±2) св. 500 г до Max включ. Пределы допускаемого стандартного ±1 (±2)",2016-65442-16.pdf,г
666,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии АИИС КУЭ ЕНЭС МЭС Волги с использованием элементов №11 «Саратовская ГЭС» АИИС КУЭ №11 ОАО «Саратовская ГЭС»,,"Основная относительная погрешность ИК, (±δ), % 1,0 0,6",2016-65472-16.pdf,
667,Резервуары железобетонные прямоугольные ЖБР-2000,"Номинальная вмести- мость, м3 отно-","Пределы допускаемой отно- сительной погрешности ре- зервуара, при определении вместимости, % ±0,2 вместимости, %",2016-65500-16.pdf,м3
668,Анализатор электрических цепей низкочастотный Bode 100,"Уровень мощности выходного сигнала генератора, дБм *","Пределы допускаемой относительной погрешности уровня мощности генератора, дБ на частотах от 1 Гц до 1 МГц ±0,3 на частотах от 1 Гц до 1 МГц ±0,3 на частотах свыше 1 МГц до 40 МГц ±0,6 на частотах свыше 1 МГц до 40 МГц ±0,6 допускаемой относительной погрешности частоты",2016-65578-16.pdf,дБм
669,Датчики угловых перемещений ПУИ 062,"1 Диапазон измерений угловых перемещений,…о сигнала,","Пределы допускаемой основной приведенной к наибольшему пределу измерений погрешности измерений угловых перемещений, % измерений погрешности измерений угловых перемещений, % ±1,2",2016-65629-16.pdf,
670,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии АИИС КУЭ ЕНЭС МЭС Востока с использованием учета электроэнергии АИИС КУЭ ЕНЭС МЭС Востока с использованием элементов АИИС КУЭ тяговых подстанций Забайкальской ЖД - филиала элементов АИИС КУЭ тяговых подстанций Забайкальской ЖД - филиала ОАО «Российские железные дороги» в границах Амурской области ОАО «Российские железные дороги» в границах Амурской области,,"Основная относительная ИК, (±δ), % погрешность ИК, (±δ), % 1,5",2016-65698-16.pdf,
671,Анализаторы динамические механические модификаций RSA-G2 и DMA Q800,"Диапазон измерений температуры об- разцов*, C° Диапазон измерений разцов*, C° Диапазон измерений частоты, Гц Диапазон измерений линейных размеров образцов, Диапазон измерений образцов, мм Диапазон измерений силы, Н Диапазон показаний частоты, Гц размеры,","Пределы допускаемой абсолютной по- температуры, Пределы допускаемой абсолютной по- грешности измерений температуры, ˚С частоты, ±1,0 Пределы допускаемой относительной частоты, % Пределы допускаемой относительной погрешности измерений частоты, % ±1,0 Пределы допускаемой относительной раз- ±3 погрешности измерений линейных раз- меров, % меров, % Пределы допускаемой относительной силы, % Пределы допускаемой относительной погрешности измерений силы, % частоты, ±3,0",2016-65714-16,Гц
672,Калибратор-измеритель напряжения и силы тока Keithley 2612,"Предел измерений, В","Пределы допускаемой основной погрешности измерений, В [при температуре окружающего воздуха (23 ±5) °С] [при температуре окружающего воздуха (23 ±5) °С] ±(0,0002 U + 0,000375) ±(0,0002 U + 0,000375) ±(0,0002 U + 0,000600)",2016-65766-16.pdf,В
673,Система измерительная автоматизированной системы регулирования параметров 1 кислородно-конверторного машины непрерывного литья заготовок № 1 кислородно-конверторного цеха «ЕВРАЗ ЗСМК» АО «ЕВРАЗ ЗСМК»,,"Границы допускаемой основной погрешности ИК ИС γ=±0,6 %",2016-65805-16.pdf,
674,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) 220 учета электроэнергии (АИИС КУЭ) ПС 220 кВ Цемент,,"Границы интервала допускаемой относительной погрешности ИК при измерении активной электрической энергии в рабочих (δ), условиях эксплуатации АИИС КУЭ (δ), % δ100 %, %≤Iизм≤I120% ±1,0",2016-65807-16.pdf,
675,Термоманометры Автон,"Диапазон измерений давления, МПа","Пределы допускаемой приведенной погрешности кана- ла измерений давления, % (от диапазона измерений) ±0,25 Разрешающая способность измерения давления, МПа 0,001",2016-65873-16.pdf,МПа
676,Установки для измерения напряжения и тока в электрохимических ячейках PARSTAT 4000+ PARSTAT 4000+,"Диапазон воспроизведения и измерения постоянного напряжения, напряжения, В Диапазоны воспроизведения силы постоянного тока А","Пределы допускаемой абсолютной погрешности напряжения, ±(0,001∙X + 0,001), где X - воспроизведения и измерения постоянного напряжения, В X - числовое значение напряжения в вольтах ±2 ±2 А; ±4 ±2 ±20 ±3,5·10-3·(I + DI), где I - тока; Пределы допускаемой абсолютной погрешности I - значение силы тока; DI - воспроизведения и измерения силы постоянного тока ±0,2 ±2 в диапазонах от ±0,2 мкА до ±2 А (ширина DI - предел диапазона 515 x 490 x 195",2016-65891-16.pdf,напряжения
677,Комплексы измерительные ЛОГИКА 6764,"м3/ч м3/ч от 0,1 до 4,5·105 2·10−5 9·108 Диапазон измерений объемного раcхода, м3/ч объема, м3 м3 от 2·10−5 -50 до 9·108 +200 Диапазон измерений объема, м3 Диапазон измерений температуры, °C от -50 до +200 давления, 0 7 Диапазон измерений давления, МПа от 0 до 7 давлений, 0 1000 Диапазон измерений разности давлений, кПа от 0 до 1000 из-","Пределы допускаемой относительной погрешности при из- мерении расхода и объема газа: - при рабочих условиях, % - при рабочих условиях, % условиях, % ±0,75; ±1; ±2 ±1; ±1,5; ±2,5 - при стандартных условиях, % из- ±1; ±1,5; ±2,5 Пределы допускаемой приведенной к верхнему пределу из- мерений погрешности при измерении давления, % ±0,3; ±0,5; ±0,8 измере- Пределы допускаемой абсолютной погрешности при измере- нии температуры, °С ±(0,3+0,002·|t|); ±(0,8+0,004·|t|) из- Пределы допускаемой приведенной к верхнему пределу из- мерений погрешности при измерении разности давлений, % ±1 часов, % ±0,01 Пределы допускаемой относительной погрешности часов, % ±0,01",2016-65913-16.pdf,м3
678,Система измерений количества топливного газа для ПАО «ВЧНГ»,"объемного расхода, условиям, м3/ч приведенного к стандартным м3/ч условиям, м3/ч","Пределы допускаемой относительной погрешности СИКТГ при (объема) газа, измерении объемного расхода (объема) газа, приведенного к условиям, % ±2,5 стандартным условиям, % эксплуатации:",2016-66007-16.pdf,условиям
679,"Резервуары вертикальные стальные цилиндрические РВС-3000, РВС-20000, РВС-30000, РВСП-10000, РВСП-20000, РВСПК-50000 РВС-30000, РВСП-10000, РВСП-20000, РВСПК-50000","м3 Номинальная вместимость, м3","Пределы допускаемой относительной погрешности относительной погрешности вместимости резервуара вместимости резервуара (геометрический метод), % (геометрический метод), % ±0,2",2016-66074-16.pdf,м3
680,Трансформаторы напряжения SVR-34B,"первичное напряжение, В 330000/√3 напряжения, 100/√3;",,2016-66120-16.pdf,В
681,"Анализатор мощности, фликера и гармоник НА1600А","Диапазон измерений напряжения переменного тока, В от 70 до 264","Пределы допускаемой относительной основной погрешности измерений напряжения переменного тока, % измерений напряжения переменного тока, % ±0,2 Диапазон измерений силы переменного тока, А от 0,02 до",2016-66236-16.pdf,В
682,Комплекс гониофотометрический,"Диапазон измерения силы света*, кд освещенности, Диапазон измерения освещенности, лк потока*, Диапазон измерения светового потока*, лм","Пределы допускаемой относительной погрешности измерений освещенности, потока, % освещенности, силы света и светового потока, % ±7",2016-66265-16.pdf,кд
683,Резервуары стальные вертикальные цилиндрические РВС-2000 и РВСП-2000,"м3 Номинальная вместимость, м3 размеры,","Пределы допускаемой относительной погрешности вместимости резервуара, погрешности вместимости резервуара, % ±0,2% Условия эксплуатации:",2016-66317-16.pdf,м3
684,Установки переносные поверочные расходомерные УППР-3,"м3/ч Наименьший расход, м3/ч расход, м3/ч м3/ч м3/ч","Пределы допускаемой относительной по- грешности установок при измерении объема и объемного расхода в диапазоне расхода, %: и объемного расхода в диапазоне расхода, %: - от наименьшего до переходного - от наименьшего до переходного - от переходного до наибольшего ±0,5 ±0,33 - от переходного до наибольшего включ. ±0,33",2016-66360-16.pdf,м3
685,Амперметры и вольтметры оптоэлектронные Ф1760 и Ф1760-АД,Диапазон измерений силы и напряжения постоянного тока (в зависимости от заказа) (в зависимости от заказа) мА; В;,"Пределы допускаемой основной приведенной погрешности – тока, %: – измерений силы и напряжения постоянного тока, %: приборы, Ф1760.4–АД ± 1",2017-09937-12.pdf,
686,Анализаторы гипербилирубинемии фотометрические АГФ-02,"Длина волны в максимуме полосы пропускания, нм","Пределы допускаемой систематической составляющей погрешности: погрешности: - абсолютной - абсолютной в диапазоне от 0,1 до 0,3 Ед вкл., Ед - св. 0,3 1,0 вкл., ±0,04 ±10 - относительной в диапазоне св. 0,3 до 1,0 Ед вкл., % ±10",2017-13177-07.pdf,нм
687,"Счетчики Счетчики газа мембранные G4-RF1, G6-RF1, G10","м3/ч Номинальный расход Qnom, м3/ч Qmax, м3/ч","Пределы допускаемой относительной погрешности, относительной погрешности, %: Qmin ≤ Q < 0,1Qnom; в диапазоне Qmin ≤ Q < 0,1Qnom; 0,1Qnom ≤ Q ≤ Qmax ± 3 ± 1,5 в диапазоне 0,1Qnom ≤ Q ≤ Qmax устройства, ± 1,5",2017-14351-12.pdf,м3
688,"Расходомеры вихревые модификации 83F, 83W, 84F, 84W.","Пределы измерения (зависят от условного диаметра): диаметра): жидкостей, м3/ч для жидкостей, м3/ч для газа, м3/ч (при м3/ч (при избыточном жидкостей, м3/ч для газа, м3/ч 0 до 2 МПа м3/ч (при избыточном давлении от и 20 °С) 0 до 2 МПа и температуре 20 °С) для сухого насыщенного пара, кг/ч для сухого насыщенного пара, кг/ч","Пределы основной относительной погрешно- сти, %, в зависимости от расхода: для жидкостей: для жидкостей: для газов и пара: ±0,5; 1,0; 2,0 ±1,0; 2,0 для газов и пара: ±1,0; 2,0",2017-15971-07.pdf,м3
689,Измерители напряженности электростатического поля ЭСПИ-301,"Диапазон измерений напряженности электростатического поля пространстве, кВ/м в свободном пространстве, кВ/м Диапазон измерений напряженности электростатического поля дисплея, между заземленной металлической пластиной и экраном дисплея, кВ/м","Пределы допускаемой относительной погрешности измерения пространстве, напряженности электростатического поля в свободном пространстве, % ± [15 + 0,2∙[ЕП/ЕX]], измерения, кВ/м; Пределы допускаемой относительной погрешности измерений напряженности электростатического поля между заземленной дисплея, % металлической пластиной и экраном дисплея, % где: - измерения, ± [15 + 2,0·[ЕП/ЕX]],",2017-17401-98.pdf,кВ
690,Измерители удельной электрической проводимости вихретоковые ВЭ-27НЦ,"Диапазон изме- рения, МСм/м","Пределы допускаемой относительной по- относительной по- грешности, % ± 3,0",2017-23377-07.pdf,МСм
691,"Пипетки градуированные типа 2, 3, 4","Номинальная вместимость пипеток, мл пипеток, мл","Пределы допускаемой абсолютной погрешности, мл погрешности, мл ±0,005",2017-24175-07.pdf,мл
692,Комплекты термопреобразователей сопротивления платиновых КТСПТВХ-В,"Диапазон измеряемых температур, ºС температур,","Пределы δΘ допускаемой относительной погрешности определения разности температур, % δΘ≤±(0,2+5/Θ) для класса А δΘ≤±(0,4+5/Θ) для класса В, определения разности температур, % δΘ≤±(0,4+5/Θ) для класса В, где Θ – разность температур где Θ – разность температур 100 (при 25 ± 10",2017-24204-03.pdf,
693,"Манометры, вакуумметры и мановакуумметры показывающие виброустойчивые 8032-ВУ, 8032-ВУ, 8032-ВУ, 8032А-ВУ, 8032А-ВУ ДМ 8032-ВУ, ДВ 8032-ВУ, ДА 8032-ВУ, ДМ 8032А-ВУ, ДА 8032А-ВУ","МПа 0 0,1)","Предел допускаемой основной погрешности , % ±2,5",2017-33816-07.pdf,
694,"Манометры дифференциальные с магнитным поршнем МДП, МДПЭ","Верхние пределы измерений (ВПИ), кПа измерений,","Пределы допускаемой основной приведенной погрешности, γ, % ±2,5; ±3; ±4 погрешности, γ, % показаний, %",2017-34693-07.pdf,кПа
695,Линии автоматизированные измерений и сортировки пружин рессорного «Лазер-М» комплекта грузовых вагонов «Лазер-М»,"Диапазон измерений высоты пружин, мм Диапазон измерений диаметра пружин, мм","Пределы допускаемой абсолютной погрешности линии при измерении пружин, высоты пружин, мм ±0,5 220 Пределы допускаемой абсолютной погрешности линии а при измерении пружин, диаметра пружин, мм нагрузок, ±0,5 4,0÷60",2017-34993-07-1.pdf,мм
696,"Микроскопы инструментальные ИМЦЛ 150х75(1),А","Диапазон измерений длин, мм: - направлении..................................................................................от","Пределы допускаемой абсолютной погрешности микроскопа при поверке по эталонной (исключая показаний) 25 штриховой мере (исключая вариацию показаний) на высоте 25 мм от предметной плоскости стола, мм:..........................................……....................................................... ± 0,003 координатного стола, мм:..........................................……....................................................... ± 0,003 •",2017-35695-07.pdf,мм
697,Магнитометры трехкомпонентные малогабаритные МТМ-01,"Диапазон измерений компонент и модуля вектора напряженности постоянного магнитного поля, А/м постоянного магнитного поля, А/м","Пределы допускаемой относительной погрешности измерения поля: напряженности постоянного магнитного поля: - в диапазоне от 0,5 до 3 А/м .% - в диапазоне от 0,5 до 3 А/м .% - в диапазоне св. 3 до 200 А/м,% ±20 ±10 - в диапазоне св. 3 до 200 А/м,% ±10",2017-35950-07.pdf,А
698,Система измерений количества и показателей качества нефти № 811,,"Пределы допускаемой относительной погрешности нефти, % ±0,25 измерений массы брутто нефти, %",2017-41812-09.pdf,
699,Системы газоаналитические ГАС ЕТ,,"Погрешность относительная, абсолютная ±2 млн-1",2017-43982-17.pdf,
700,Калибраторы давления Pneumator,Pneumator 1 (мБар) ВПИ 1 гПа (мБар) 2,"δпр = ±0,5 %",2017-48959-12.pdf,
701,"Устройства сопряжения МТС01, МТС02, МТС03",Входной сигнал канала канала 46 -110 Ом,"Выходной сигнал, % от диапазона изменения от диапазона изменения физической величины физической величины от 1,6 до 8,0 В",2017-49119-12.pdf,
702,Влагомеры AGS,"Диапазон измерений влажности, %","Пределы допускаемой абсолютной влажности, погрешности измерений влажности, %, в образца: интервалах массы анализируемого образца: 0,1 5 вкл. ± 0,3 ± 0,06",2017-49771-12.pdf,
703,Приборы многофункциональные «Ганимед»,"Диапазон измерения силы постоянного тока в ре- контактора, Диапазон измерения силы постоянного тока в ре- жиме регистрации осциллограммы контактора, А погрешно- ","Пределы допускаемой относительной погрешно- ±25 сти измерения силы постоянного тока в режиме контактора, % регистрации осциллограммы контактора, % постоянно-",2017-50024-12.pdf,А
704,Установки поверочные трубопоршневые двунаправленные BiPr-MA,"Номинальное значение вместимости измери- тельного участка, в зависимости от заказа, м3 Доверительная относительная погрешность при м3 от 0,2 до 85,0 при","Доверительная относительная погрешность при измерении вместимости измерительного измерении вместимости измерительного участка при доверительной вероятности 0,99, %, участка при доверительной вероятности 0,99, %, не более: не более: - 1-ого - ТПУ 1-ого разряда - ТПУ 2-ого разряда ±0,05 ±0,10",2017-50713-12-1.pdf,в
705,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) «Кольский» «ТГК-1» учета электроэнергии (АИИС КУЭ) филиала «Кольский» ОАО «ТГК-1» каскад 1 Серебрянских ГЭС с Изменением № 1,,"Основная относительная погрешность ИК (±δ), % 1,8 -",2017-50748-16.pdf,
706,"Датчики весоизмерительные тензорезисторные BS, BSA, BSS, BSH, HBS, BCA и BCM BCM","Номинальный относительный выходной сигнал при Еmax, мВ/В выходной сигнал при Еmax, мВ/В Коэффициент распределения pLC",,2017-51261-12.pdf,мВ
707,"Микроомметры C.A 6240, C.A 6292","Диапазон измерений от 5 до 3999 мкОм 4 39,99","Пределы допускаемой абсо- лютной погрешности ± (0,0025Rизм. + 2 е.м.р.)",2017-51427-12.pdf,
708,Кардиорегистраторы портативные КР-01,"Диапазон входных напряжений, мВ от 0,03 до 5 Входной импеданс, МОм, не менее 10","Пределы допускаемой относительной погрешности измерений напряжения сигнала, %: напряжения сигнала, %: - от 0,1 до 0,5 мВ, включ. - от 0,1 до 0,5 мВ, включ. - св. 0,5 до 4 мВ ±15 ±7 - св. 0,5 до 4 мВ Нелинейность, %, ±7 ±2",2017-51824-17.pdf,мВ
709,Колонки топливораздаточные SK700-2,"Номинальный расход, л/мин расход, л/мин","Пределы допускаемой основной относительной погрешности при (20 ± 5) °С, % температуре окружающей среды (20 ± 5) °С, % − − при номинальном расходе − ±0,25 ±0,4 − при минимальном расходе Пределы допускаемой относительной",2017-51970-12-1.pdf,л
710,"Осциллографы цифровые DPO2002B, DPO2012B, DPO2022B, DPO2002B, DPO2012B, DPO2022B, DPO2004B, DPO2014B, DPO2024B, MSO2002B, MSO2012B, MSO2022B, MSO2004B, MSO2014B, MSO2024B MSO2002B, MSO2012B, MSO2022B, MSO2004B, MSO2014B, MSO2024B",,пределы допускаемой относительной погрешности коэффициента отклонения ± 4 % ± 3 %,2017-52080-12.pdf,
711,Спектрометры - радиометры МКГ-01Гр-1,"Энергетический диапазон регистрируемого гамма-излучения, МэВ импульсов,","Пределы допускаемой погрешности характеристики преобразования каждого блока детектирования спектрометра-радиометра, % блока детектирования спектрометра-радиометра, % ±1",2017-52108-12.pdf,МэВ
712,Сита лабораторные,"Номиналь- ные размеры ячеек, ячеек, мм",,2017-52265-12.pdf,ячеек
713,Стандарты частоты и времени водородные Ч1-1003М,"Номинальные значения частоты выходного сигнала, Гц","Пределы допускаемой основной относительной погрешности по частоте в ± 3,0·10–13 режиме хранения при выпуске из производства",2017-52494-13.pdf,Гц
714,Меры длины концевые плоскопараллельные,"Номинальные значения длины мер, мм длины мер, мм 1,005","Допускаемые отклонения длины от номинального значения ± мкм, ± мкм, для классов точности 0 1 2 0,20 0,30",2017-52670-13.pdf,мм
715,"Измерители артериального давления и частоты пульса автоматические OMRON: M6 (HEM-7322-ALRU), 711 (HEM-8712-CM2), 717 (HEM-8712-CM), 737 M6 (HEM-7322-ALRU), 711 (HEM-8712-CM2), 717 (HEM-8712-CM), 737 (HEM-8713-CM) (HEM-8713-CM)","Диапазон измерений давления воздуха в манжете, мм рт.ст. Диапазон измерений частоты пульса, 1/мин от 40 до 180","Пределы допускаемой абсолютной погрешности при измерении давления воздуха в компрессионной манжете, мм рт.ст. давления воздуха в компрессионной манжете, мм рт.ст. ± 3 пульса, 1/мин 40 Пределы допускаемой относительной погрешности при измерении частоты пульса, % частоты пульса, % ± 5",2017-61703-15.pdf,мм
